12.08.2024                                                                                                                          Dynamic List Display                                                                                                                                                                                   1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Order     |Mn.wk.ctr|Description                             |Type|Room    |Equipment |Description of technical object         |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|User Status   |Revision|System status                           |Act. start|Actual end| ActTotCost| PlanTotCos|MntPlan|MntItem|
|  4000173817|PMMACCON |I00 - VHP GEN PM's                      |ZM08|COLUMNC6|TORVHP1018|VHP GENERATOR 1                         |PM-DTU000 |TORB100-VHP007                |CA02T0111|22.08.2024|22.08.2024|PRCO          |        |REL  NMAT PRC  SETC                     |          |          |      0.00 |  7,914.24 |       |       |
|  4000173944|PMCARCON |CP Upstream General Area: paint touchups|ZM01|2321    |TORFER1152|cP Fermenter Train 1 40L                |PM-EMS-MNT|TORB100-BIO002-FER0004        |CA02T0111|07.08.2024|07.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |      0.00 | 10,833.00 |       |       |
|  4000173945|PMMACCON |CEN0081 water leak inside cyclone       |ZM02|        |TORCEN0081|CENTRIFUGE                              |B89       |TOR0B89-DSP003-CEN0001        |CA02T0043|09.08.2024|          |PRCO RFEX     |        |REL  GMPS MANC PRC  SETC                |          |          |  5,833.57 |  9,833.57 |       |       |
|  4000174025|PMCARCON |B90 Low Level Berm for Water Containment|ZM01|        |          |                                        |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|09.08.2024|09.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |      0.00 |  3,176.40 |       |       |
|  4000174086|PMMACCON |I00 VHP machine smoke studies           |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|09.08.2024|09.08.2024|PRCO RFEX     |10082024|REL  MANC NMAT PRC  SETC                |          |          |      0.00 |  4,880.00 |       |       |
|  4000174608|PMSTMCON |B92 AUT1119/20 Ball Valves              |ZM01|        |TORAUT1119|AUTOCLAVE                               |B92       |TOR0B92-EQP004-AUT0001        |CA02T0048|12.08.2024|12.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |      0.00 |  8,005.00 |       |       |
|  4000097781|PMGSCARP |PM-CARPE, B89 INSPECTION OF DOOR        |ZM03|        |          |                                        |          |TOR0B89                       |CA02T0043|01.12.2023|30.12.2023|PRCO RFEX     |        |REL  CSER JIPR MANC NMAT PRC  SETC      |          |          |      0.00 |  7,667.63 |2976   |13240  |
|  4000139801|PMMACCON |PM-MACON, WAS1029  (STERIS)             |ZM03|238     |TORWAS1029|WASHER_ CAGE_RACK                       |PM-ANR-ANT|TOR0B94-EQP001-WAM0001        |CA02T0028|01.08.2024|30.08.2024|PRCO ERAP RFEX|10082024|TECO CNF  JBFI PPRT PRC  SETC           |01.08.2024|12.08.2024|      0.00 |  2,089.79 |2592   |10659  |
|  4000139910|PMSTEAM  |PM-STEAM, STG1019                       |ZM03|        |TORSTG1019|GENERATOR, PURE STEAM                   |B92       |TOR0B92-CSS003-CSG0001        |CA02T0064|01.08.2024|30.08.2024|PRCO RFEX     |27072024|REL  PCNF CSER GMPS MANC MOBI MSPT PPRT*|27.07.2024|          | 17,767.90 | 39,052.66 |2873   |12865  |
|  4000146315|PMSTEAM  |PM-STEAM, GLY1012                       |ZM03|2500    |TORGLY1012|GLYCOL HEATING SYSTEM                   |PM-EMS-MNT|TOR0B92-HRS001                |CA02T0090|01.08.2024|30.08.2024|PRCO RFEX     |10082024|REL  PRT  MANC NMAT PRC  SETC TTJL      |          |          |      0.00 |  8,220.00 |2871   |12861  |
|  4000144230|PMMACCON |PM-MACON, HST1104                       |ZM03|2213    |TORHST1104|DRUM HANDLER                            |PM-QUC-SAM|TOR0B92-LAB031-HOI0001        |CA02T0032|01.09.2024|30.09.2024|PRCO RFEX     |10082024|REL  MANC NMAT PRC  SETC                |          |          |      0.00 |  2,248.00 |2779   |12283  |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
