24.09.2024                                                                                                                         Dynamic List Display                                                                                                                                                                                  1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Order     |Mn.wk.ctr|Description                             |Type|Room    |Equipment |Description of technical object         |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|User Status   |Revision|System status                           |Act. start|Actual end|ActTotCost|PlanTotCos|MntPlan|MntItem|
|  4000180015|PMMACHI  |Sprinkler Cap Fell of Ceiling           |ZM02|        |          |                                        |          |TOR0B92                       |CA02T0048|03.09.2024|          |ERAP PRCO RFEX|        |REL  CNF  GMPS JBFI MANC MOBI PRC  SETC |03.09.2024|04.09.2024|    61.56 |    61.56 |       |       |
|  4000180083|PMCARCON |B94 Washer mould investigation and remed|ZM01|        |          |                                        |          |TOR0B94                       |CA02T0028|22.08.2024|22.08.2024|PRCO          |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 4,902.00 |       |       |
|  4000180090|PMMACCON |B89 South Dock Missing Safety Curtain   |ZM01|129     |TORDLE1040|DOCK LEVELLER                           |PM-BAC-COP|TOR0B89-BUI001-DOL0001        |CA02T0043|03.09.2024|03.09.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 1,805.00 |       |       |
|  4000180343|PMCARCON |B83 WIR0012 Mold investigation due to wa|ZM01|128     |TORWIR0012|WALK_IN REFRIGERATOR                    |PM-VIR-FOR|TOR0B83-STO001-COR0002        |CA02T0051|22.08.2024|22.08.2024|PRCO ERAP RFEX|REPORT  |TECO CNF  GMPS JBFI MANC NMAT PRC  SETC |22.08.2024|17.09.2024| 2,160.00 | 6,139.73 |       |       |
|  4000180358|PMPLUMB  |Removing and Assembling Hoses - CP USP  |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|20.08.2024|20.08.2024|PRCO          |        |REL  CNF  GMPS JBFI MACM PRC  SETC TTJL |20.08.2024|20.09.2024|17,603.00 |45,863.00 |       |       |
|  4000180406|PMELECT  |Replaced Outlet with GFCI               |ZM01|        |          |                                        |PM-CPD000 |TORB100-DSP005-COW0001        |CA02T0111|13.09.2024|13.09.2024|PRCO RFEX     |        |REL  PCNF GMPS MACM MOBI PRC  SETC      |17.09.2024|          |   779.20 |   779.20 |       |       |
|  4000180409|PMELECT  |Communication error AIS1345             |ZM01|2414    |TORAIS1345|AIR SAMPLER,  MC EM VIABLE              |          |TORB100-BIO003-ISO0004-FC00001|CA02T0111|30.08.2024|30.08.2024|PRCO RFEX     |        |REL  CNF  JBFI MANC MOBI PRC  SETC      |11.09.2024|11.09.2024|     0.00 | 1,121.03 |       |       |
|  4000180424|PMMACCON |Remove Doors Rm2424 and 2422            |ZM01|        |          |                                        |          |TOR0B92                       |CA02T0048|22.08.2024|22.08.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 2,025.00 |       |       |
|  4000180648|PMCARCON |Site Walkways at B81/83 Repairs         |ZM01|        |          |                                        |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|27.08.2024|27.08.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 |15,306.50 |       |       |
|  4000180654|PMPLUMB  |I00 autoclave pneumatic tubing          |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|09.09.2024|09.09.2024|PRCO RFEX     |21092024|REL  MOBI PRC  SETC                     |          |          |     0.00 | 1,896.00 |       |       |
|  4000180685|PMMACHI  |drain pipe to be extended down through t|ZM01|1607    |TORTNK2021|NaOH Chemical Tank                      |PM-EMS-MNT|TORB100-PWS001-TAN0003        |CA02T0111|07.09.2024|07.09.2024|PRCO RFEX     |        |REL  CNF  MANC MOBI NMAT PRC  SETC      |28.08.2024|07.09.2024|     0.00 | 1,184.00 |       |       |
|  4000180758|PMCARCON |Curb Cut (Sabin & Pasteur Ave)          |ZM01|        |          |                                        |          |TOR0B00                       |CA02T0091|22.08.2024|22.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |31,843.50 |       |       |
|  4000180800|PMCARCON |B82 Landscape and Drainage Repairs      |ZM01|        |          |                                        |          |TOR0B00                       |CA02T0091|22.08.2024|22.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |40,804.75 |       |       |
|  4000180937|PMPLUMB  |B83 CH1048, Install Water Meter         |ZM01|163     |TORCHI1048|CHILLER                                 |PM-EMS-MNT|TOR0B83-CWS003-CHI0001        |CA02T0090|21.09.2024|21.09.2024|PRCO RFEX     |Z210924 |REL  MANC PRC  SETC                     |          |          |     0.00 |   442.75 |       |       |
|  4000181079|PMHVAC   |B95 Room 334A is cold                   |ZM01|VARIOUS |          |                                        |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|28.09.2024|28.09.2024|PRCO RFEX     |Z280924 |REL  PCNF MANC MOBI PRC  SETC           |12.09.2024|          |     0.00 |   377.28 |       |       |
|  4000181097|PMELECT  |I00 troubleshooting compressor 2        |ZM02|1607    |TORCAS1032|COMPRESSED AIR GENERATION SYSTEM        |PM-EMS-MNT|TORB100-ACN003                |CA02T0111|06.09.2024|          |PRCO RFEX     |        |REL  CNF  JIPR MANC MOBI NMAT PRC  SETC |07.09.2024|10.09.2024|     0.00 |10,107.60 |       |       |
|  4000181114|PMPLMCON |I00 Hose Testing Assistance - CP DSP    |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|06.09.2024|06.09.2024|PRCO RFEX     |        |REL  GMPS MANC PRC  SETC                |          |          |   174.95 |12,217.20 |       |       |
|  4000181457|PMELECON |B83 Kitchen life safety inspection parts|ZM01|        |          |                                        |          |TOR0B83                       |CA02T0035|09.09.2024|09.09.2024|PRCO RFEX     |REPORT  |REL  GMPS PRC  SETC                     |          |          |   251.02 |   251.02 |       |       |
|  4000181464|PMHVAC   |B90Tet-NonLive-THS7099 Out of Trend T/RH|ZM01|310     |TORTHS7099|HUMIDITY_TEMPERATURE TRANSMITTER        |PM-BAC-PUR|TOR0B90-HVA006-AHU0003-TME0005|CA02T0039|12.09.2024|12.09.2024|PRCO RFEX     |Z051024 |REL  CNF  GMPS JBFI MANC MOBI PRC  SETC |12.09.2024|19.09.2024| 1,002.92 | 1,002.92 |       |       |
|  4000181554|PMELECON |B95 TROUBLE ALARM                       |ZM01|VARIOUS |          |                                        |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|09.09.2024|09.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   988.40 |       |       |
|  4000181657|PMREFCON |B83 - CHI1048 - Replace VSOP board      |ZM01|163     |TORCHI1048|CHILLER                                 |PM-EMS-MNT|TOR0B83-CWS003-CHI0001        |CA02T0090|21.09.2024|22.09.2024|PRCO RFEX     |Z210924 |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 7,770.00 |       |       |
|  4000181680|PMELECT  |B85-LIGHT REPLACEMENT                   |ZM01|        |          |                                        |PM-EMS-STP|TOR0B85-BUI001                |CA02T0090|28.09.2024|28.09.2024|PRCO RFEX     |Z280924 |REL  MANC PRC  SETC                     |          |          |     0.00 | 1,111.21 |       |       |
|  4000181716|PMMACCON |Bottom plate repair                     |ZM01|        |TORAUT0100|AUTOCLAVE, GETINGE INTERNATIONAL        |B90       |TOR0B90-EQP001-AUT0002        |CA02T0036|06.09.2024|06.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,015.00 |       |       |
|  4000181759|PMCARCON |B90 MWS Flooring and Paint Repairs      |ZM01|        |          |                                        |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|06.09.2024|06.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 9,027.87 |       |       |
|  4000181863|PMCARCON |B100 cP DSP Safety Shower Lines         |ZM01|        |          |                                        |          |TORB100-BUI001                |CA02T0111|06.09.2024|06.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,458.81 |       |       |
|  4000181868|PMCARCON |floor paint peeling off near FER0046    |ZM01|        |TORFER0046|FERMENTER                               |B89       |TOR0B89-BIO002-FER0001        |CA02T0043|09.09.2024|09.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   391.00 |       |       |
|  4000181955|PMPLUMB  |B93 L2 Breach in Room 247               |ZM01|        |          |                                        |PM-EMS-MNT|TOR0B93-BUI001                |CA02T0091|11.09.2024|12.09.2024|PRCO RFEX     |Z070924 |REL  PCNF MANC MOBI NMAT PRC  SETC      |11.09.2024|          |     0.00 |   954.50 |       |       |
|  4000182049|PMCARCON |B83 Paint Touch Ups                     |ZM01|3RD FLR |          |                                        |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|11.09.2024|11.09.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,979.00 |       |       |
|  4000182098|PMCARCON |B91-Door Frame                          |ZM01|        |          |                                        |PM-MAM-MDC|TOR0B91-BUI001                |CA02T0021|11.09.2024|11.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   471.50 |       |       |
|  4000182122|PMELECT  |B81-Thermostat controller knocked apart |ZM01|        |          |                                        |PM-ANR-ANT|TOR0B81-BUI001                |CA02T0028|28.09.2024|28.09.2024|PRCO RFEX     |Z280924 |REL  MANC MOBI PRC  SETC                |          |          |     0.00 |   890.93 |       |       |
|  4000182240|PMREFRI  |WIR0044 temperature excursion           |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|21.09.2024|21.09.2024|PRCO RFEX     |Z210924 |REL  GMPS MANC MOBI PRC  SETC           |          |          |   120.27 |   120.27 |       |       |
|  4000182259|PMPLUMB  |B83 – Kitchen sink drains               |ZM01|KITCHEN |          |                                        |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|07.09.2024|07.09.2024|PRCO RFEX     |Z070924 |REL  CNF  GMPS JBFI MOBI PRC  SETC      |12.09.2024|13.09.2024|   501.69 |   501.69 |       |       |
|  4000182418|PMPLMCON |B93-BASEMENT -STORM DRAIN LEAK          |ZM01|        |          |                                        |PM-EMS-MNT|TOR0B93-BUI001                |CA02T0091|12.09.2024|12.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |14,880.65 |       |       |
|  4000182424|PMCARCON |B83 – Cafeteria Door Closer Fire Safety |ZM01|        |          |                                        |          |TOR0B83                       |CA02T0035|12.09.2024|12.09.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 1,253.50 |       |       |
|  4000182477|PMMACCON |Missing payment for Alfa Laval          |ZM01|        |TORCEN0081|CENTRIFUGE                              |B89       |TOR0B89-DSP003-CEN0001        |CA02T0043|05.09.2024|05.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,586.54 |       |       |
|  4000182620|PMELECT  |TK202-PIT-001 Not working               |ZM01|2104    |TORPRT2058|TRANSMITTER, PRESSURE INDICATING        |          |TORB100-BUS002-TAN0003-PT00001|CA02T0111|12.09.2024|12.09.2024|PRCO RFEX     |        |REL  CNF  JBFI MOBI PRC  SETC           |16.09.2024|17.09.2024|     0.00 |   301.44 |       |       |
|  4000182634|PMPLMCON |B92 MR2500 Equipment Insulation         |ZM01|2500    |TORTNK1116|TANK, DOMESTIC, HOT WATER               |B92       |TOR0B92-BUI008-TAN0003        |CA02T0074|10.09.2024|10.09.2024|PRCO ERAP     |REPORT  |REL  CNF  JBFI MANC NMAT PRC  SETC      |10.09.2024|23.09.2024|     0.00 | 3,429.00 |       |       |
|  4000182635|PMPLMCON |B92 Rm3500 Equipment Insulation         |ZM01|        |TORAHU1102|AIR HANDLING UNIT                       |B92       |TOR0B92-HVA011-AHU0002        |CA02T0074|10.09.2024|10.09.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,580.00 |       |       |
|  4000183155|PMMACCON |B53 ELV1010 Replace Elevator Starter    |ZM01|        |TORELV1010|ELEVATOR, PASSENGER                     |PM-EMS-MNT|TOR0B53-MNT001-ELL0003        |CA02T0091|13.09.2024|13.09.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 |11,057.17 |       |       |
|  4000183181|PMREFRI  |WIR0054 - High Temp excursion           |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|21.09.2024|21.09.2024|PRCO RFEX     |Z210924 |REL  MANC MOBI NMAT PRC  SETC           |          |          |     0.00 | 1,840.00 |       |       |
|  4000183186|PMPLMCON |I00 Cooling Tower Chemical Pump Replace |ZM01|N/AP    |TORCWS1002|CONDENSER WATER SUPP. CHEMICAL TREAT.PKG|PM-EMS-MNT|TORB100-CTW001-WPS0001        |CA02T0111|16.09.2024|16.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,214.61 |       |       |
|  4000183196|PMCARCON |Floors and Walls Repairs                |ZM01|        |          |                                        |PM-EMS-MNT|TOR0B89-BUI002                |CA02T0091|24.06.2024|24.06.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,793.41 |       |       |
|  4000183231|PMPLMCON |I00 CIP Pump Out September              |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|16.09.2024|16.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,950.00 |       |       |
|  4000183303|PMPFO    |I00 Assess New Polymer PH Probe Type    |ZM01|2101    |TORTNK2195|5ACP MEDIA HOLD 5000L                   |          |TORB100-MEF003-TAN0004        |CA02T0111|16.09.2024|16.09.2024|PRCO RFEX     |        |REL  MANC PRC  SETC                     |          |          |     0.00 | 1,024.00 |       |       |
|  4000183521|PMELECON |B00-LOAD BANK TESTING                   |ZM01|        |          |                                        |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|17.09.2024|17.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |11,194.50 |       |       |
|  4000183538|PMMACCON |B00-sanitary scoping                    |ZM01|        |          |                                        |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|17.09.2024|17.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 4,950.00 |       |       |
|  4000183593|PMPLMCON |I00 insulation repairs Rm1607 and CP Usp|ZM01|        |          |                                        |          |TORB100                       |CA02T0111|17.09.2024|17.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,865.00 |       |       |
|  4000184363|PMHVAC   |B60-AHU1205-DAMPER NOT OPENING          |ZM01|110     |TORAHU1205|AIR HANDLING UNIT                       |PM-BRD-DOW|TOR0B60-HVA001-AHU0001        |CA02P0007|28.09.2024|28.09.2024|PRCO RFEX     |Z280924 |REL  MANC PRC  SETC                     |          |          |     0.00 |   421.23 |       |       |
|  4000184473|PMMACCON |I00 Fabricate Stainless Steel hot work  |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|20.09.2024|20.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,750.00 |       |       |
|  4000184540|PMCARCON |B100 SE Envelope Corner Damage Repair   |ZM01|        |          |                                        |          |TORB100-BUI001                |CA02T0111|16.09.2024|16.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 5,270.00 |       |       |
|  4000184541|PMCARCON |B100 Wet Insulation Test Cuts           |ZM01|        |          |                                        |          |TORB100-BUI001                |CA02T0111|12.09.2024|12.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 9,652.00 |       |       |
|  4000184542|PMCARCON |Line Painting - B100                    |ZM01|        |          |                                        |          |TORB100-BUI001                |CA02T0111|12.08.2024|12.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 6,256.00 |       |       |
|  4000184679|PMCARCON |B92 Front Aluminium Door Repair         |ZM01|        |          |                                        |          |TOR0B92                       |CA02T0048|20.09.2024|20.09.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 1,662.00 |       |       |
|  4000184846|PMELECON |No Conductivity Alarm Triggered (AE420) |ZM01|2414    |TORFER1165|FERMENTOR                               |PM-DTP100 |TORB100-BIO002-FER0051        |CA02T0111|19.09.2024|19.09.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,146.68 |       |       |
|  4000184884|PMPLMCON |B92 MR 1400/1405 Insulation             |ZM01|        |          |                                        |          |TOR0B92                       |CA02T0048|23.09.2024|23.09.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 6,420.00 |       |       |
|  4000184885|PMCARCON |B92 Mechanical Room Repairs             |ZM01|        |          |                                        |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|13.09.2024|13.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,898.50 |       |       |
|  4000184886|PMCARCON |B83 Basement corridor 130 Double Door Au|ZM01|        |          |                                        |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|17.09.2024|17.09.2024|PRCO          |REPORT  |REL  CNF  JBFI MANC NMAT PRC  SETC      |          |          |     0.00 | 5,669.50 |       |       |
|  4000184887|PMCARCON |B92 Basement Linkway Door B91& B92      |ZM01|        |          |                                        |          |TOR0B92                       |CA02T0048|17.09.2024|17.09.2024|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 8,803.25 |       |       |
|  4000184924|PMCARCON |B90Dip-Internal Audit Facility Defects  |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|31.07.2024|31.07.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,762.61 |       |       |
|  4000185036|PMMACCON |B60 & B93 INSULATION WORK               |ZM01|        |          |                                        |PM-EMS-MNT|TOR0B60-BUI001                |CA02T0090|24.09.2024|24.09.2024|PRCO RFEX     |        |REL  PCNF JIPR MANC NMAT PRC  SETC      |          |          |     0.00 | 7,785.00 |       |       |
|  4000185059|PMPLMCON |Replace pipe insulations                |ZM01|2414    |TORFER1164|TETANUS FERMENTOR 2                     |PM-DTT100 |TORB100-BIO002-FER0049        |CA02T0111|29.08.2024|29.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   890.00 |       |       |
|  4000117934|PMHVACON |PM-HVCON, AHU1172                       |ZM03|        |TORAHU1172|Air Handling Unit - Engineered Air Custo|B91       |TOR0B91-HVA004-AHU0002        |CA02T0067|01.04.2024|30.04.2024|PRCO ERAP RFEX|20042024|TECO CNF  PRT  GMPS MANC NMAT PRC  SETC |01.04.2024|25.04.2024| 1,482.00 | 1,482.00 |2830   |12657  |
|  4000140167|PMHVAC   |PM-HVAC, EXF1225                        |ZM03|1339    |TOREXF1225|EXHAUST FAN                             |PM-VIR-MED|TOR0B92-MEF007-XXX0001-EXF0002|CA02T0049|01.08.2024|30.10.2024|PRCO RFEX     |28092024|REL  CNF  JIPR MANC MOBI NMAT PRC  SETC*|19.08.2024|11.09.2024|     0.00 |   898.00 |74317  |10203  |
|  4000143826|PMMACCON |PM-MACON, DOR1009                       |ZM03|NE CORN |TORDOR1009|DOOR_ NORTHEAST OVERHEAD                |PM-ANR-ANT|TOR0B81-BUI001-DOO0001        |CA02T0028|01.09.2024|30.09.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   925.00 |2899   |12949  |
|  4000143828|PMMACCON |PM-MACON, DOR1053                       |ZM03|        |TORDOR1053|Door, Dock                              |PM-EMS-MNT|TOR0B89-BUI003-DOO0001        |CA02T0091|01.09.2024|30.09.2024|PRCO ERAP RFEX|21092024|TECO CNF  JBFI MANC NMAT PRC  SETC      |01.09.2024|20.09.2024|     0.00 |   540.00 |2899   |12951  |
|  4000143845|PMMACCON |PM-MACON, DLE1035                       |ZM03|DOCK    |TORDLE1035|DOCK, LEVELLER                          |PM-VIR-FOR|TOR0B53-MNT001-DOL0001        |CA02T0159|01.09.2024|30.09.2024|PRCO RFEX     |CANCEL  |REL  CNF  JIPR MANC NMAT PRC  SETC TTJL |01.09.2024|19.09.2024|     0.00 |   430.00 |2899   |12962  |
|  4000143986|PMMACCON |PM-MACON, WAS1084                       |ZM03|238     |TORWAS1084|WASHER, CAGE/RACK                       |PM-ANR-ANT|TOR0B94-EQP002-WAM0001        |CA02T0028|01.09.2024|30.09.2024|PRCO RFEX     |REPORT  |REL  PRT  MANC NMAT PRC  SETC           |          |          |     0.00 | 4,063.00 |3213   |13722  |
|  4000144079|PMHVAC   |PM-HVAC, SAS1089                        |ZM03|2500    |TORSAS1089|AIR HANDLING UNIT_ STERILE              |PM-QUC-VR1|TOR0B92-HVA004-AHU0002        |CA02T0031|01.09.2024|30.09.2024|PRCO RFEX     |21092024|REL  GMPS MANC PRC  SETC TTJL           |          |          |   189.43 | 4,308.33 |74331  |10867  |
|  4000144270|PMSTMCON |PM-STCON, AUT1123 (SPS)                 |ZM03|ANNEX108|TORAUT1123|AUTOCLAVE, KULMAN                       |PM-BRD-UPS|TOR0B60-USP001-AUT0001        |CA02P0010|01.09.2024|30.09.2024|PRCO RFEX     |14092024|REL  PRT  MANC NMAT PRC  SETC           |          |          |     0.00 | 1,960.00 |2779   |12308  |
|  4000142950|PMMETRO  |METRO, 300015958 TOC Intr               |ZM05|1405    |300015958 |ANALYZER_TOC                            |PM-VIR-WAS|TOR0B92-WFS002-XXX0001-TOC0001|CA02T0048|01.08.2024|30.09.2024|PRCO RFEX     |        |TECO CNF  GMPS ILAS JBFI MANC PRC  SETC |01.08.2024|30.08.2024| 2,598.51 | 4,361.34 |66358  |84006  |
|  4000165686|PMMACHI  |PM-MACHI, TORFER0048 (6M)               |ZM03|        |TORFER0048|FERMENTER                               |B89       |TOR0B89-BIO002-FER0005        |CA02T0043|01.11.2024|30.11.2024|PRCO          |        |REL  CSER MSPT PRC  SETC                |          |          |     0.00 | 6,135.59 |73039  |90804  |
|  4000174147|PMMACHI  |PM-MACHI, TORFER0049 (6M)               |ZM03|        |TORFER0049|FERMENTER                               |B89       |TOR0B89-BIO002-FER0006        |CA02T0043|01.11.2024|30.11.2024|PRCO          |        |REL  CSER MACM PRC  SETC                |          |          |     0.00 | 6,135.59 |73040  |90805  |
|  4000175715|PMMETRO  |PMMETRO, 300023089 VHP                  |ZM05|131     |300023089 |SYSTEM_ VHP DECOMTAMINATION             |PM-BRD-CBM|TOR0B93-VHP005                |CA02P0009|01.02.2025|02.03.2025|PRCO RFEX     |        |REL  ILAS MANC NMAT PRC  SETC           |          |          |     0.00 |11,958.87 |83395  |125525 |
|  4000175716|PMMETRO  |PMMETRO, 300018106 VHP                  |ZM05|131     |300018106 |SYSTEM_ VHP DECOMTAMINATION             |PM-BRD-CBM|TOR0B93-VHP004                |CA02P0009|01.02.2025|02.03.2025|PRCO RFEX     |        |REL  ILAS MANC NMAT PRC  SETC           |          |          |     0.00 |11,958.87 |83396  |125526 |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
