23.01.2024                                                                                                                        Dynamic List Display                                                                                                                                                                                  1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Mn.wk.ctr|Description                             |Order     |Type|Room    |Equipment |Description of technical object        |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|UserStatus    |Revision|System status                           |Act. start|Actual end|TotCostAct|PlanTotCos|MntPlan|MntItem|
|  PMELECT  |Brine Tank Overflow                     |4000124597|ZM01|1607    |TORTNK2054|SOFTENED WATER BRINE TANK              |PM-EMS-MNT|TORB100-SWS003-TAN0001        |CA02T0111|16.01.2024|17.01.2024|PRCO RFEX     |        |REL  PCNF CSER MANC MOBI PRC  SETC      |17.01.2024|          | 2,434.22 | 6,374.01 |       |       |
|  PMSTMCON |B92 2600s cover for piping and drain    |4000124607|ZM01|        |          |                                       |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|27.11.2023|27.11.2023|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 |   750.00 |       |       |
|  PMELECT  |To Order Battery NiMH 4.8V /HM47438 2675|4000124621|ZM01|143     |300009023 |METER_ HUMIDITY_TEMPERATURE            |PM-IND-MET|TOR0B61-MET002-TEE0002-MET0078|CA02T0054|16.01.2024|16.01.2024|PRCO RFEX     |27012024|REL  CNF  JBFI MOBI PRC  SETC TTJL      |17.01.2024|17.01.2024|   512.52 | 1,255.16 |       |       |
|  PMCARCON |I00 Door to CP FER Pit Mechanical Space |4000124628|ZM01|        |          |                                       |          |TORB100                       |CA02T0111|26.01.2024|26.01.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,007.25 |       |       |
|  PMELECON |S - Light Bollard Replacement           |4000124781|ZM01|        |          |                                       |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|29.01.2024|29.01.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,610.00 |       |       |
|  PMMACCON |I00 Troubleshoot CEN Stopping           |4000124802|ZM01|2331    |TORCEN1561|CENTRIFUGE                             |PM-CPD200 |TORB100-DSP023-CEN0007        |CA02T0111|17.01.2024|17.01.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   815.30 |       |       |
|  PMCARCON |Caulk between floor and wall/cabinets   |4000124932|ZM01|        |          |                                       |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|09.01.2024|09.01.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,962.24 |       |       |
|  PMCARCON |B95 North Elevation Leak Investigation  |4000124971|ZM01|VARIOUS |          |                                       |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|18.01.2024|18.01.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 5,184.00 |       |       |
|  PMCARCON |I00 Warehouse Meeting Area Setup        |4000125123|ZM01|        |          |                                       |          |TORB100                       |CA02T0111|20.01.2024|20.01.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |10,913.50 |       |       |
|  PMMACCON |B89 MR exterior cleaning BCS            |4000125170|ZM01|        |          |                                       |          |TOR0B89                       |CA02T0043|19.01.2024|19.01.2024|PRCO RFEX     |REPORT  |REL  ESTC MANC NMAT PRC  SETC           |          |          |     0.00 | 1,850.00 |       |       |
|  PMCARCON |B100 Dock Column Metal Shrouding        |4000125184|ZM01|        |          |                                       |          |TORB100-BUI001                |CA02T0111|18.01.2024|18.01.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,634.00 |       |       |
|  PMHVAC   |replace damper actuator rm309 ceiling   |4000125477|ZM01|PENTHOUS|TORSAS1120|AIR HANDLING UNIT_ STERILE             |PM-BAC-TET|TOR0B90-HVA006-AHU0003        |CA02T0039|22.01.2024|22.01.2024|PRCO RFEX     |PARTS   |REL  MANC PRC  SETC                     |          |          |     0.00 | 1,122.68 |       |       |
|  PMPLMCON |Install drain for backflow preventers.  |4000125479|ZM01|        |          |                                       |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|22.01.2024|22.01.2024|PRCO          |QUOTE   |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 7,600.00 |       |       |
|  PMCARCON |S - East Property Fence Near B90 Fence  |4000125574|ZM01|        |          |                                       |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|10.01.2024|10.01.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   310.50 |       |       |
|  PMCARCON |B90 LL Janitor Room Ceiling Repairs     |4000125579|ZM01|        |          |                                       |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|22.01.2024|22.01.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,423.63 |       |       |
|  PMMACCON |B92 R3611/R3606 Door handle issue       |4000125606|ZM01|        |          |                                       |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|18.01.2024|18.01.2024|PRCO          |QUOTE   |REL  NMAT PRC  SETC                     |          |          |     0.00 |   224.25 |       |       |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
